event_id,dataset_type,is_demo,latitude,longitude,acquisition_datetime,satellite,instrument,frp,brightness_temperature_k,firms_confidence,scan_km,track_km,day_night,nearest_facility_type,nearest_facility_distance_m,industrial_context_score,nearest_water_distance_m,dw_water,dw_trees,dw_grass,dw_flooded_vegetation,dw_crops,dw_shrub_scrub,dw_built,dw_bare,dw_snow_ice,dw_dominant_class,dw_confidence,detections_24h,detections_3d,detections_7d,active_days,persistence_duration_days,mean_frp,max_frp,target_class
demo_000528,synthetic_demo,True,29.921455,75.437237,2026-05-31T01:57:00,VIIRS,VIIRS,20.315,331.97,83.7,1.441,0.814,D,warehouse,449.07,0.063,1499.52,0.01163,0.017892,0.015718,0.01318,0.530372,0.016148,0.316831,0.07823,0.0,crops,0.530372,1,1,1,1,1,15.685,23.549,Agricultural Fire
demo_000398,synthetic_demo,True,23.609779,78.710248,2026-05-19T01:19:00,VIIRS,VIIRS,241.178,335.359,71.32,1.412,1.353,N,industrial,1002.33,0.0419,1673.53,0.006973,0.373158,0.129806,0.002806,0.156418,0.322882,0.006106,0.001817,3.3e-05,trees,0.373158,2,4,9,7,7,251.7,432.457,Wildfire / Natural Fire
demo_000505,synthetic_demo,True,30.492786,73.496435,2026-02-04T01:15:00,MODIS,MODIS,29.677,337.151,69.65,0.693,0.455,D,forest,626.89,0.1239,1027.52,0.043366,0.154868,0.124012,0.056575,0.51505,0.024438,0.032042,0.049648,0.0,crops,0.51505,1,1,4,4,4,26.944,30.44,Agricultural Fire
demo_000276,synthetic_demo,True,18.045361,77.082265,2026-02-22T05:08:00,VIIRS,MODIS,62.401,353.104,74.67,0.867,1.876,D,industrial,3323.05,0.1001,194.2,0.033487,0.235413,0.171786,0.022123,0.048426,0.158631,0.001194,0.328939,0.0,bare,0.328939,2,4,7,10,10,62.863,82.96,Wildfire / Natural Fire
demo_000548,synthetic_demo,True,32.522692,78.788219,2026-08-19T18:46:00,MODIS,MODIS,31.166,334.395,80.8,0.831,2.082,D,warehouse,523.82,0.1886,1928.33,0.010544,0.029381,0.03709,0.066039,0.700631,0.066747,0.037612,0.051416,0.00054,crops,0.700631,1,1,2,3,3,25.891,32.976,Agricultural Fire
demo_000253,synthetic_demo,True,21.481335,79.321783,2026-05-08T20:39:00,VIIRS,MODIS,150.092,371.409,82.05,0.509,1.944,D,industrial,3308.27,0.1056,1433.87,0.019834,0.455227,0.419997,3.8e-05,0.021631,0.052682,6e-05,0.030478,5.2e-05,trees,0.455227,1,1,1,2,2,112.954,150.092,Wildfire / Natural Fire
demo_000846,synthetic_demo,True,27.609327,73.593463,2026-07-16T18:34:00,VIIRS,VIIRS,4.078,318.584,78.55,1.006,1.514,N,farm,3771.41,0.0263,796.05,0.008133,0.292057,0.00667,0.00343,0.00324,0.217784,0.143459,0.323843,0.001384,bare,0.323843,1,2,2,3,3,3.05,4.866,Unknown / Other
demo_000964,synthetic_demo,True,28.176235,69.998055,2026-03-11T22:29:00,VIIRS,MODIS,17.699,328.373,73.38,0.821,1.386,D,farm,6708.96,0.2157,859.05,0.013329,0.206635,0.14683,0.077841,0.092746,0.311442,0.011824,0.13935,4e-06,shrub_scrub,0.311442,2,7,11,13,13,13.605,21.789,Unknown / Other
demo_000487,synthetic_demo,True,29.3186,78.885515,2026-05-28T13:05:00,MODIS,MODIS,48.463,320.99,80.34,1.18,0.944,D,none,700.98,0.2964,1149.22,0.058336,0.049611,0.092901,6.8e-05,0.560926,0.019095,0.148295,0.070767,0.0,crops,0.560926,1,2,3,3,3,41.134,70.034,Agricultural Fire
demo_000735,synthetic_demo,True,22.482743,86.001907,2026-04-06T07:33:00,VIIRS,MODIS,113.868,339.239,92.47,1.438,0.493,D,none,405.66,0.9982,358.36,0.024914,0.155914,0.012383,9.3e-05,1e-06,6.3e-05,0.596091,0.210539,2e-06,built,0.596091,71,342,628,528,528,93.267,157.101,Persistent Thermal Source
demo_000717,synthetic_demo,True,23.491071,86.859796,2026-04-19T06:05:00,VIIRS,VIIRS,107.278,341.491,80.59,0.941,1.828,N,industrial,346.87,0.9504,298.27,0.117109,0.051357,0.001693,0.0,1.3e-05,0.00125,0.769791,0.058787,0.0,built,0.769791,72,553,791,576,576,98.813,129.969,Persistent Thermal Source
demo_000171,synthetic_demo,True,21.394989,68.524311,2026-03-02T13:04:00,VIIRS,VIIRS,85.716,321.508,80.5,0.683,2.008,N,,152.54,0.6161,444.51,0.049612,0.029433,0.165264,0.025388,0.011958,0.000255,0.665054,0.053008,2.7e-05,built,0.665054,3,7,14,18,18,73.032,85.716,Industrial Fire
demo_000536,synthetic_demo,True,30.24867,75.211763,2026-05-04T19:25:00,MODIS,MODIS,69.917,,60.76,0.707,0.889,D,none,1703.65,0.1081,775.61,0.007345,0.008972,0.021586,0.001603,0.573671,0.026107,0.0012,0.359517,0.0,crops,0.573671,1,1,1,1,1,68.198,86.336,Agricultural Fire
demo_000682,synthetic_demo,True,21.195066,87.268929,2026-06-04T03:14:00,MODIS,VIIRS,94.617,342.379,97.07,1.423,0.948,D,water,157.73,0.724,1000.59,0.028095,0.182751,0.033928,0.040942,0.007119,0.041152,0.574911,0.088617,0.002485,built,0.574911,85,260,260,263,263,90.259,144.899,Persistent Thermal Source
demo_000200,synthetic_demo,True,20.143387,74.447064,2026-03-06T11:27:00,MODIS,MODIS,101.504,334.901,97.54,1.382,0.611,D,water,61.24,0.8507,552.87,0.059116,0.128492,0.002789,2.8e-05,0.288633,0.003184,0.393718,0.12404,0.0,built,0.393718,3,6,15,16,16,76.226,101.504,Industrial Fire
demo_000198,synthetic_demo,True,16.27064,73.112494,2026-06-17T13:41:00,MODIS,MODIS,63.853,336.241,78.36,1.036,1.359,D,none,402.34,0.8228,486.67,0.053221,0.006017,0.000402,7e-06,0.004263,0.030341,0.840933,0.063376,0.00144,built,0.840933,5,16,27,27,27,61.293,99.018,Industrial Fire
demo_000220,synthetic_demo,True,22.62508,78.124692,2026-01-13T15:18:00,VIIRS,VIIRS,127.589,333.944,96.27,1.518,0.6,D,none,1079.56,0.0998,486.76,0.158146,0.421556,0.130095,0.015009,0.148094,0.013616,0.005172,0.107721,0.000591,trees,0.421556,2,5,8,8,8,117.462,149.051,Wildfire / Natural Fire
demo_000461,synthetic_demo,True,30.869663,75.322757,2026-05-26T22:12:00,MODIS,VIIRS,14.8,334.166,95.68,1.475,1.197,D,none,1110.41,0.2462,2159.07,0.155928,0.11667,0.114388,0.005551,0.541815,0.036679,0.014207,0.014761,0.0,crops,0.541815,1,1,3,3,3,12.607,16.56,Agricultural Fire
demo_000805,synthetic_demo,True,25.253817,70.365579,2026-08-08T12:24:00,VIIRS,VIIRS,8.774,311.784,60.12,1.03,0.973,N,warehouse,2906.93,0.2333,1102.21,0.068667,0.017914,0.004844,0.015587,0.15085,0.092665,0.002259,0.647207,8e-06,bare,0.647207,1,1,1,1,1,8.418,13.471,Unknown / Other
demo_000159,synthetic_demo,True,19.408492,74.476351,2026-07-31T00:50:00,MODIS,VIIRS,41.849,349.027,99.66,1.532,0.556,D,warehouse,449.13,0.9303,4894.53,0.100598,0.00052,0.023596,0.0,0.028566,0.143851,0.512161,0.190709,0.0,built,0.512161,2,4,8,10,10,33.205,57.031,Industrial Fire
demo_000400,synthetic_demo,True,22.854627,79.48884,2026-08-19T03:00:00,VIIRS,VIIRS,91.151,346.733,80.54,0.68,0.726,D,forest,3521.84,0.0884,259.33,0.007445,0.516514,0.0271,0.221311,0.038996,0.140939,0.005366,0.021752,0.020576,trees,0.516514,2,3,8,8,8,80.755,144.541,Wildfire / Natural Fire
demo_000298,synthetic_demo,True,21.273853,78.529488,2026-04-28T11:34:00,VIIRS,VIIRS,52.209,338.553,66.26,0.721,1.292,D,forest,1562.76,0.14,601.86,0.080528,0.378322,0.219004,0.04057,0.013144,0.130832,0.076031,0.061565,5e-06,trees,0.378322,1,4,4,5,5,43.848,64.435,Wildfire / Natural Fire
demo_000232,synthetic_demo,True,21.63009,76.257641,2026-02-15T14:33:00,VIIRS,VIIRS,276.959,359.002,98.92,1.528,1.042,D,farm,2757.28,0.0553,1803.64,0.009037,0.537894,0.164424,7.2e-05,0.051904,0.177222,0.037888,0.021559,0.0,trees,0.537894,4,4,11,8,8,276.734,412.031,Wildfire / Natural Fire
demo_000214,synthetic_demo,True,24.194275,79.146608,2026-04-18T20:52:00,MODIS,VIIRS,162.019,341.577,83.21,1.357,1.979,D,industrial,1893.63,0.0576,2395.99,0.192006,0.359235,0.167774,0.009207,0.000532,0.189791,0.006361,0.075094,0.0,trees,0.359235,1,3,3,3,3,169.889,289.676,Wildfire / Natural Fire
demo_000025,synthetic_demo,True,19.487612,74.759785,2026-07-29T10:58:00,MODIS,VIIRS,42.768,346.474,70.53,1.299,0.841,D,warehouse,305.17,0.9187,975.85,0.163497,0.040789,0.008713,0.023449,0.077457,0.029335,0.464889,0.19187,0.0,built,0.464889,3,8,17,20,20,41.962,47.544,Industrial Fire
demo_000257,synthetic_demo,True,21.279532,77.06391,2026-04-27T16:26:00,MODIS,VIIRS,161.324,348.22,96.65,0.41,1.996,N,forest,2354.77,0.0564,406.49,0.021362,0.40371,0.063673,0.000501,0.006317,0.296334,0.008318,0.199786,0.0,trees,0.40371,3,4,5,7,7,122.19,189.259,Wildfire / Natural Fire
demo_000634,synthetic_demo,True,22.747509,88.157204,2026-02-23T20:14:00,MODIS,VIIRS,148.499,342.824,93.18,0.657,1.991,D,industrial,272.29,0.6052,433.12,0.18597,0.019861,0.096386,0.000173,0.10206,0.003488,0.416363,0.172662,0.003038,built,0.416363,73,173,393,483,483,126.164,223.977,Persistent Thermal Source
demo_000067,synthetic_demo,True,17.749705,74.257609,2026-02-27T02:29:00,VIIRS,VIIRS,86.067,347.994,72.41,1.121,0.874,D,industrial,266.28,0.6947,146.1,0.047462,0.105085,0.036139,0.010804,0.04884,0.009186,0.563016,0.179469,0.0,built,0.563016,5,8,20,22,22,82.912,145.503,Industrial Fire
demo_000192,synthetic_demo,True,16.499634,73.543348,2026-06-14T08:04:00,MODIS,MODIS,96.143,344.394,92.74,1.687,1.482,D,industrial,196.55,0.6806,1424.42,0.034393,0.026679,0.000366,0.01301,0.001712,0.101093,0.622304,0.141259,0.059186,built,0.622304,1,2,4,4,4,92.708,152.527,Industrial Fire
demo_000115,synthetic_demo,True,17.180284,72.740572,2026-08-23T23:40:00,VIIRS,MODIS,60.964,333.604,91.33,1.145,0.519,D,industrial,119.21,0.6295,640.25,0.020852,0.002596,0.05008,0.000225,0.00697,0.004775,0.893776,0.020727,0.0,built,0.893776,1,1,2,3,3,60.327,72.951,Industrial Fire
demo_000525,synthetic_demo,True,30.689267,74.531859,2026-04-18T15:48:00,VIIRS,VIIRS,19.22,313.951,60.99,0.365,0.505,D,water,665.35,0.2701,983.36,0.094719,0.00181,0.070268,0.016095,0.625365,0.028083,0.044475,0.119187,0.0,crops,0.625365,1,1,1,1,1,15.382,25.239,Agricultural Fire
demo_000272,synthetic_demo,True,22.814282,78.353742,2026-06-29T21:47:00,MODIS,VIIRS,103.709,342.175,83.87,0.708,1.979,D,industrial,4149.62,0.125,529.7,0.047708,0.452258,0.101674,0.037721,0.049225,0.267075,0.000308,0.04403,1e-06,trees,0.452258,1,3,4,4,4,104.327,111.793,Wildfire / Natural Fire
demo_000204,synthetic_demo,True,22.620891,80.063834,2026-02-25T02:42:00,MODIS,VIIRS,101.774,349.136,75.84,0.527,1.485,D,none,2190.8,0.1432,1264.12,0.024431,0.653707,0.170575,0.000811,0.010494,0.074999,0.039634,0.019147,0.006202,trees,0.653707,1,4,8,9,9,96.995,160.903,Wildfire / Natural Fire
demo_000992,synthetic_demo,True,27.4898,69.434363,2026-01-12T11:16:00,MODIS,MODIS,13.277,319.393,58.78,1.51,1.034,D,none,5709.55,0.1336,1701.71,0.063016,0.195097,0.10214,0.109885,0.050686,0.102763,0.005497,0.370915,0.0,bare,0.370915,2,3,3,4,4,9.358,13.277,Unknown / Other
demo_000301,synthetic_demo,True,22.369243,75.329762,2026-02-20T22:44:00,MODIS,VIIRS,166.015,328.196,98.45,1.257,1.19,D,water,1583.71,0.1398,953.84,0.006279,0.442919,0.047331,0.01332,0.000684,0.320111,0.032351,0.137006,0.0,trees,0.442919,1,1,3,3,3,166.464,286.807,Wildfire / Natural Fire
demo_000987,synthetic_demo,True,24.499206,72.101171,2026-05-10T14:08:00,MODIS,MODIS,7.434,315.014,39.66,1.425,0.9,D,industrial,3456.25,0.2392,1166.17,0.023239,0.056122,0.103001,3.9e-05,0.069575,0.0556,0.056081,0.632273,0.00407,bare,0.632273,1,4,12,9,9,7.637,13.646,Unknown / Other
demo_000564,synthetic_demo,True,30.422589,73.158198,2026-08-16T14:41:00,MODIS,VIIRS,55.49,314.317,96.83,0.953,0.475,D,farm,960.2,0.2425,3434.68,0.037439,0.021136,0.063948,0.006701,0.501598,0.109627,0.065794,0.193758,0.0,crops,0.501598,1,1,1,1,1,50.555,89.131,Agricultural Fire
demo_000203,synthetic_demo,True,23.055962,76.732391,2026-03-09T11:55:00,MODIS,MODIS,260.485,328.02,69.79,1.794,0.587,D,industrial,4501.31,0.005,1575.4,0.074335,0.570086,0.194565,0.014008,0.031038,0.085428,0.000235,0.024366,0.005938,trees,0.570086,1,3,5,5,5,271.042,331.507,Wildfire / Natural Fire
demo_000638,synthetic_demo,True,24.428241,82.299458,2026-08-12T08:34:00,MODIS,VIIRS,92.574,350.083,81.18,1.317,1.466,D,warehouse,27.41,0.9035,941.39,0.144495,0.013064,0.000957,0.092928,0.004749,0.032275,0.649782,0.06175,0.0,built,0.649782,65,269,276,321,321,80.864,109.653,Persistent Thermal Source
demo_000690,synthetic_demo,True,23.017138,84.850117,2026-07-05T22:28:00,MODIS,VIIRS,117.878,334.471,93.99,1.692,1.627,D,farm,208.39,0.6034,2302.58,0.117884,0.001517,0.00368,0.00027,7e-06,0.0,0.644461,0.210912,0.02127,built,0.644461,100,235,399,554,554,98.074,125.228,Persistent Thermal Source
demo_000689,synthetic_demo,True,22.744116,86.74067,2026-08-04T18:56:00,MODIS,VIIRS,49.16,347.77,81.14,1.725,1.291,D,water,440.59,0.9619,328.94,0.077359,0.071455,0.04842,0.000152,0.001771,0.002309,0.513722,0.284813,0.0,built,0.513722,70,190,442,376,376,42.31,55.903,Persistent Thermal Source
demo_000845,synthetic_demo,True,25.216516,71.903475,2026-03-22T17:36:00,MODIS,VIIRS,10.446,326.256,36.07,0.942,1.635,N,water,2615.15,0.0428,539.99,0.089818,0.145285,0.19783,0.000198,0.046292,0.030032,0.069833,0.420331,0.00038,bare,0.420331,4,4,9,13,13,10.222,13.288,Unknown / Other
demo_000894,synthetic_demo,True,26.720285,72.856533,2026-04-21T17:08:00,VIIRS,VIIRS,21.146,324.123,41.75,1.164,1.059,N,farm,7248.42,0.2198,528.61,0.132054,0.027855,0.146547,0.019161,0.021695,0.088523,0.073159,0.491005,0.0,bare,0.491005,1,1,2,3,3,15.923,25.162,Unknown / Other
demo_000658,synthetic_demo,True,23.9908,86.907071,2026-05-21T07:07:00,VIIRS,VIIRS,154.55,336.237,93.25,0.83,1.421,D,farm,128.84,0.902,1060.96,0.078435,0.149301,0.008968,1e-05,0.003979,0.022764,0.670137,0.066405,0.0,built,0.670137,21,56,137,96,96,119.361,204.212,Persistent Thermal Source
demo_000388,synthetic_demo,True,21.530288,78.749952,2026-08-22T02:12:00,MODIS,VIIRS,102.851,342.652,76.86,0.518,1.296,D,industrial,2580.81,0.1204,2646.75,0.032566,0.667794,0.067739,0.001755,0.056794,0.14472,0.009146,0.019487,0.0,trees,0.667794,1,9,9,10,10,104.275,136.154,Wildfire / Natural Fire
demo_000154,synthetic_demo,True,19.18016,73.260518,2026-02-24T19:01:00,MODIS,VIIRS,85.13,335.071,70.11,1.668,0.729,D,water,203.5,0.6883,1172.87,0.028493,0.008501,0.002656,0.031156,0.013162,0.000227,0.734976,0.180828,0.0,built,0.734976,5,10,18,26,26,65.552,102.788,Industrial Fire
demo_000428,synthetic_demo,True,30.529105,74.65879,2026-03-08T16:49:00,MODIS,MODIS,65.77,336.614,93.52,1.769,1.381,D,water,191.61,0.2286,70.57,0.058372,1e-06,0.129453,0.011021,0.657556,0.031345,0.046059,0.066193,0.0,crops,0.657556,1,1,2,3,3,59.768,88.3,Agricultural Fire
demo_000764,synthetic_demo,True,22.922309,83.375381,2026-05-28T09:47:00,MODIS,VIIRS,62.453,332.314,89.05,1.75,0.552,D,warehouse,103.35,0.5959,78.01,0.203391,0.007672,0.030868,0.0,0.00063,0.005909,0.654935,0.096594,0.0,built,0.654935,88,410,410,523,523,64.224,95.03,Persistent Thermal Source
demo_000133,synthetic_demo,True,21.100264,74.876461,2026-03-29T12:34:00,VIIRS,VIIRS,33.846,332.331,82.88,0.888,1.386,N,water,335.19,0.9961,637.13,0.04268,2.2e-05,0.116705,0.00895,0.114464,0.01015,0.327402,0.379595,3.2e-05,bare,0.379595,1,2,3,5,5,26.823,45.839,Industrial Fire
demo_000184,synthetic_demo,True,15.057327,72.261883,2026-02-07T23:37:00,MODIS,VIIRS,138.949,343.65,93.31,0.582,1.982,D,industrial,241.04,0.5934,2275.44,0.035214,0.040525,0.03797,0.004389,0.032529,0.000118,0.698698,0.150557,0.0,built,0.698698,1,3,14,10,10,117.729,196.195,Industrial Fire
demo_000600,synthetic_demo,True,31.729635,76.457499,2026-07-17T13:29:00,VIIRS,MODIS,67.04,332.393,87.64,1.785,1.288,D,industrial,318.21,0.1585,507.61,0.057655,0.086398,0.241263,0.010407,0.314175,0.023439,0.011783,0.254873,6e-06,crops,0.314175,1,1,2,2,2,57.847,67.04,Agricultural Fire
demo_000503,synthetic_demo,True,32.719227,75.754622,2026-01-02T14:42:00,MODIS,MODIS,31.678,326.805,91.76,0.83,1.437,N,forest,490.26,0.3366,360.3,0.036273,0.021834,0.0365,0.002824,0.39522,0.050098,0.016383,0.440069,0.000797,bare,0.440069,1,2,5,4,4,25.579,31.678,Agricultural Fire
demo_000762,synthetic_demo,True,22.017925,86.120678,2026-01-19T10:13:00,MODIS,VIIRS,78.495,343.08,86.19,1.73,1.255,N,industrial,435.69,0.8719,1093.5,0.050962,0.01327,0.052079,0.001302,0.008275,0.002496,0.516841,0.354774,1e-06,built,0.516841,40,185,276,240,240,55.35,80.717,Persistent Thermal Source
demo_000043,synthetic_demo,True,18.318438,74.096045,2026-06-05T20:14:00,VIIRS,VIIRS,177.803,340.785,90.89,0.693,1.63,N,none,164.7,0.7781,1098.2,0.048739,0.039801,0.034258,0.048327,0.017574,0.162541,0.557255,0.091505,0.0,built,0.557255,4,12,25,27,27,144.284,177.803,Industrial Fire
demo_000801,synthetic_demo,True,25.012764,70.120221,2026-06-27T11:20:00,MODIS,MODIS,85.956,338.39,41.03,1.373,2.082,N,warehouse,7154.59,0.0725,92.28,0.034311,0.031005,0.056386,0.012222,0.070652,0.210171,0.021619,0.563635,0.0,bare,0.563635,1,8,8,9,9,75.614,114.363,Unknown / Other
demo_000947,synthetic_demo,True,25.738302,71.328076,2026-06-20T13:51:00,VIIRS,VIIRS,74.155,338.431,59.63,0.57,1.119,D,warehouse,1971.65,0.164,1346.53,0.041085,0.033568,0.020098,0.013268,0.001541,0.072488,0.127005,0.690824,0.000123,bare,0.690824,1,1,2,2,2,57.143,86.034,Unknown / Other
demo_000180,synthetic_demo,True,19.216832,72.195463,2026-06-11T11:03:00,MODIS,VIIRS,52.283,322.529,90.05,0.587,1.635,D,warehouse,108.55,0.8717,501.61,0.169103,0.000204,0.034854,0.06429,0.007261,0.0,0.617351,0.106937,0.0,built,0.617351,2,9,15,18,18,38.473,58.375,Industrial Fire
demo_000041,synthetic_demo,True,19.379801,72.453819,2026-08-02T14:40:00,MODIS,VIIRS,125.076,334.864,98.66,1.34,0.402,D,none,54.88,0.706,1955.39,0.02465,0.17852,0.007945,0.061039,0.008605,0.017259,0.650929,0.051051,0.0,built,0.650929,1,1,2,3,3,114.026,178.473,Industrial Fire
demo_000517,synthetic_demo,True,29.696828,74.359088,2026-04-07T01:34:00,MODIS,VIIRS,31.226,328.29,83.52,1.672,2.093,D,farm,448.02,0.1455,472.22,0.116911,0.005062,0.115579,0.104187,0.368556,0.08321,0.072709,0.133786,0.0,crops,0.368556,1,1,1,1,1,27.695,42.713,Agricultural Fire
demo_000879,synthetic_demo,True,26.406303,70.509216,2026-07-15T02:41:00,MODIS,VIIRS,20.656,323.208,75.68,0.422,2.024,D,none,582.06,0.0442,608.71,0.205324,0.072291,0.28478,0.114199,0.032308,0.078852,0.006099,0.203172,0.002976,grass,0.28478,1,3,5,6,6,15.549,20.656,Unknown / Other
demo_000136,synthetic_demo,True,20.382683,75.515471,2026-07-04T07:12:00,MODIS,VIIRS,118.523,332.279,73.38,1.413,1.396,D,industrial,254.16,0.6285,2105.1,0.045139,0.048039,0.031977,0.069886,0.065901,0.002442,0.647244,0.08935,2.2e-05,built,0.647244,3,5,11,13,13,113.342,156.2,Industrial Fire
demo_000579,synthetic_demo,True,30.340093,71.721013,2026-04-04T19:25:00,VIIRS,MODIS,18.58,345.72,60.3,0.902,0.408,D,farm,671.52,0.2472,2169.14,0.107033,0.004646,0.304562,0.00141,0.298495,0.130636,0.058405,0.094813,0.0,grass,0.304562,1,2,2,2,2,15.833,20.347,Agricultural Fire
demo_000783,synthetic_demo,True,22.823636,86.342519,2026-01-25T02:33:00,MODIS,MODIS,75.199,337.331,92.48,0.942,1.191,D,industrial,104.69,0.8495,944.21,0.076453,0.10088,0.018696,0.071319,0.063441,7.6e-05,0.535388,0.133747,0.0,built,0.535388,188,533,533,687,687,66.025,89.325,Persistent Thermal Source
demo_000758,synthetic_demo,True,24.312843,85.636244,2026-07-22T03:40:00,VIIRS,VIIRS,89.325,342.096,91.96,0.646,1.174,D,farm,557.83,0.6599,823.56,0.00813,0.005139,0.090202,0.03456,0.001166,0.000133,0.527227,0.333443,1e-06,built,0.527227,139,139,360,303,303,91.091,131.78,Persistent Thermal Source
demo_000305,synthetic_demo,True,22.021656,80.627842,2026-03-20T03:56:00,VIIRS,VIIRS,155.936,342.517,87.95,0.363,1.752,D,none,1614.1,0.1056,1353.22,0.002282,0.581922,0.286777,0.000293,0.010768,0.108528,0.001139,0.008292,0.0,trees,0.581922,1,1,1,2,2,146.474,177.735,Wildfire / Natural Fire
demo_000546,synthetic_demo,True,29.970525,76.055502,2026-07-06T15:21:00,MODIS,MODIS,18.629,338.071,76.16,0.484,1.956,N,none,1362.84,0.1985,1425.17,0.067245,0.024546,0.033866,0.096742,0.475389,0.053677,0.066253,0.182283,1e-06,crops,0.475389,1,1,1,2,2,15.201,18.629,Agricultural Fire
demo_000778,synthetic_demo,True,22.625898,83.463737,2026-05-01T22:45:00,VIIRS,VIIRS,88.724,340.404,82.16,0.727,1.894,D,none,309.75,0.9483,537.69,0.06449,0.019845,0.07493,0.027209,3.4e-05,0.016445,0.457887,0.339161,0.0,built,0.457887,51,155,294,341,341,88.229,146.148,Persistent Thermal Source
demo_000775,synthetic_demo,True,22.01477,87.803933,2026-05-29T11:13:00,VIIRS,MODIS,75.596,343.965,80.43,0.463,1.323,D,forest,344.17,0.9457,965.66,0.008948,0.001852,0.002354,0.003717,0.001123,0.125873,0.739211,0.116923,0.0,built,0.739211,59,125,201,225,225,61.138,75.596,Persistent Thermal Source
demo_000807,synthetic_demo,True,25.96256,71.595385,2026-06-07T21:14:00,VIIRS,MODIS,17.871,324.199,78.73,0.719,1.077,D,water,2424.39,0.2348,2514.46,0.011185,0.220097,0.025223,0.070356,0.007493,0.22513,0.030706,0.409809,0.0,bare,0.409809,1,4,5,4,4,17.71,31.714,Unknown / Other
demo_000385,synthetic_demo,True,22.996871,77.990834,2026-07-08T17:46:00,MODIS,VIIRS,153.585,339.951,91.88,1.554,0.912,D,none,1552.36,0.0663,1432.41,0.146249,0.639171,0.032619,0.002781,0.009476,0.132221,0.011539,0.025745,0.0002,trees,0.639171,2,4,5,7,7,160.247,213.202,Wildfire / Natural Fire
demo_000497,synthetic_demo,True,32.697396,74.863148,2026-03-06T08:10:00,MODIS,MODIS,56.286,318.645,92.52,0.969,0.83,D,industrial,209.58,0.2687,2015.64,0.016057,0.202769,0.004725,0.003634,0.426998,0.05374,0.106818,0.182457,0.002801,crops,0.426998,1,1,2,2,2,46.665,67.238,Agricultural Fire
demo_000560,synthetic_demo,True,31.00757,76.791839,2026-07-29T20:44:00,MODIS,VIIRS,37.877,334.036,73.03,1.485,0.875,D,industrial,214.6,0.2408,786.31,0.004349,0.0212,0.183984,0.041483,0.511162,0.019453,0.021382,0.196987,0.0,crops,0.511162,1,3,4,4,4,27.503,42.691,Agricultural Fire
demo_000396,synthetic_demo,True,21.822674,77.536796,2026-05-19T00:33:00,VIIRS,VIIRS,86.003,338.716,94.43,1.345,1.802,D,industrial,1707.36,0.0118,1889.86,0.038869,0.467622,0.027745,0.022585,0.201204,0.208766,0.01338,0.01983,0.0,trees,0.467622,1,5,7,8,8,68.081,86.003,Wildfire / Natural Fire
demo_000696,synthetic_demo,True,22.460345,86.404757,2026-03-01T06:09:00,MODIS,MODIS,153.648,342.609,90.92,1.396,0.358,N,industrial,51.46,0.7378,1064.18,0.043545,0.065645,9.1e-05,0.028496,0.010589,0.004085,0.613964,0.233584,0.0,built,0.613964,89,334,413,519,519,131.466,202.902,Persistent Thermal Source
demo_000299,synthetic_demo,True,22.74979,78.747199,2026-06-15T05:05:00,VIIRS,MODIS,99.661,335.507,75.39,0.911,1.011,D,forest,2187.89,0.1436,1809.92,0.099879,0.554485,0.004003,0.074641,0.048448,0.157309,0.009475,0.051503,0.000258,trees,0.554485,3,6,10,11,11,99.953,172.123,Wildfire / Natural Fire
demo_000710,synthetic_demo,True,21.614897,85.875973,2026-05-09T08:17:00,VIIRS,VIIRS,76.992,340.075,96.24,0.378,1.889,D,warehouse,207.11,0.6496,356.05,0.043368,0.068877,0.106235,0.00018,0.000918,0.02301,0.475914,0.281498,0.0,built,0.475914,178,248,497,644,644,80.703,123.044,Persistent Thermal Source
demo_000704,synthetic_demo,True,22.738593,85.671363,2026-03-27T12:18:00,VIIRS,MODIS,111.476,338.058,97.38,1.387,2.074,D,forest,167.51,0.6872,406.17,0.024097,0.131596,0.000449,0.021422,0.00758,0.007691,0.638018,0.169147,0.0,built,0.638018,86,345,375,474,474,107.373,145.217,Persistent Thermal Source
